id,Age,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Sleep Duration,Work/Study Hours,Financial Stress,sleep_hours,decision_fatigue_level
26530,28,5,0,6.78,2,7-8 hours,10,5,7.5,0
26532,34,4,0,6.75,4,More than 8 hours,10,2,8.5,0
26533,22,3,0,5.51,3,5-6 hours,12,3,5.5,2
26545,28,4,0,10,3,More than 8 hours,5,2,8.5,0
26548,20,5,0,5.56,2,7-8 hours,3,1,7.5,0
26554,33,1,0,9.63,2,7-8 hours,11,2,7.5,0
26558,28,5,0,6.17,1,Less than 5 hours,7,2,4,2
26563,24,3,0,5.74,3,More than 8 hours,10,3,8.5,0
26565,26,3,0,7.1,2,Less than 5 hours,11,4,4,2
26572,23,2,0,9.97,2,Less than 5 hours,9,1,4,2
26582,25,1,0,6.52,4,Less than 5 hours,3,2,4,0
26583,33,1,0,5.11,1,Less than 5 hours,0,1,4,0
26584,29,5,0,6.83,2,5-6 hours,11,5,5.5,2
26587,33,4,0,8.95,4,Less than 5 hours,12,1,4,2
26591,25,3,0,9.56,3,More than 8 hours,12,3,8.5,0
26602,19,4,0,7.09,4,5-6 hours,2,3,5.5,2
26603,28,5,0,5.45,2,5-6 hours,9,5,5.5,2
26608,29,2,0,7.51,4,More than 8 hours,11,2,8.5,0
26609,34,3,0,9.24,2,More than 8 hours,6,1,8.5,0
26611,19,1,0,5.77,1,More than 8 hours,6,5,8.5,0
26613,32,1,0,9.63,5,More than 8 hours,0,1,8.5,0
26618,26,5,0,5.75,2,5-6 hours,7,3,5.5,2
26620,23,4,0,5.82,1,5-6 hours,8,2,5.5,2
26622,19,2,0,7.02,5,More than 8 hours,7,4,8.5,0
26623,19,3,0,5.82,1,More than 8 hours,7,3,8.5,0
26632,19,3,0,9.97,4,7-8 hours,3,1,7.5,1
26638,22,1,0,7.83,1,Less than 5 hours,7,4,4,2
26641,28,1,0,8.1,5,Less than 5 hours,10,2,4,2
26643,30,1,0,7.94,3,7-8 hours,6,4,7.5,0
26647,25,5,0,7.17,2,More than 8 hours,5,3,8.5,0
26648,23,1,0,6.74,3,7-8 hours,7,2,7.5,0
26649,19,1,0,8.28,4,7-8 hours,10,5,7.5,0
26653,20,1,0,6.39,5,7-8 hours,2,4,7.5,0
26664,25,5,0,6.59,5,Less than 5 hours,10,1,4,2
26665,27,5,0,5.6,3,Less than 5 hours,6,5,4,2
26669,32,1,0,5.68,4,7-8 hours,12,2,7.5,0
26678,25,3,0,8.77,2,7-8 hours,9,3,7.5,1
26685,23,3,0,5.68,3,7-8 hours,10,5,7.5,1
26702,22,3,0,7.94,1,5-6 hours,1,3,5.5,1
26705,30,1,0,7.71,4,Less than 5 hours,4,2,4,0
26711,24,5,0,8.73,5,Less than 5 hours,9,3,4,2
26715,26,3,0,6.78,3,Less than 5 hours,1,1,4,0
26718,20,1,0,9.86,1,Less than 5 hours,1,4,4,0
26720,34,3,0,7.08,3,5-6 hours,12,2,5.5,2
26722,20,4,0,8.91,5,7-8 hours,12,1,7.5,0
26729,26,2,0,6.59,2,More than 8 hours,12,3,8.5,0
26730,28,5,0,5.58,4,5-6 hours,5,2,5.5,2
26732,33,5,0,9.93,1,5-6 hours,1,2,5.5,2
26742,23,5,0,9.74,2,Less than 5 hours,8,4,4,2
26746,29,4,0,7.72,4,Less than 5 hours,10,2,4,2
26748,20,4,0,9.93,4,7-8 hours,9,2,7.5,0
26751,23,1,0,7.71,2,7-8 hours,3,1,7.5,0
26767,23,1,0,9.72,1,5-6 hours,10,1,5.5,2
26771,26,5,0,5.85,5,7-8 hours,4,3,7.5,0
26779,21,3,0,6.04,2,5-6 hours,8,3,5.5,2
26780,25,3,0,9.4,4,More than 8 hours,8,1,8.5,0
26791,19,2,0,7.82,2,Less than 5 hours,1,1,4,0
26792,24,5,0,8.24,2,Less than 5 hours,5,5,4,2
26800,24,3,0,5.12,1,More than 8 hours,4,2,8.5,0
26808,18,3,0,7.32,1,Less than 5 hours,1,5,4,0
26819,29,5,0,8.9,3,Less than 5 hours,9,4,4,2
26822,20,4,0,6.99,3,7-8 hours,1,4,7.5,0
26827,22,2,0,8.47,3,5-6 hours,7,2,5.5,2
26831,32,5,0,7.77,4,Less than 5 hours,0,4,4,2
26841,19,3,0,6.65,4,7-8 hours,9,3,7.5,1
26842,26,3,0,5.74,3,Less than 5 hours,12,5,4,2
26843,28,1,0,8.71,4,5-6 hours,7,1,5.5,2
26849,24,3,0,9.41,2,Less than 5 hours,11,4,4,2
26850,31,3,0,7.94,3,More than 8 hours,2,3,8.5,0
26862,22,1,0,6.88,4,Less than 5 hours,6,3,4,0
26869,33,2,0,6.59,1,More than 8 hours,12,2,8.5,0
26870,19,1,0,7.28,4,7-8 hours,3,4,7.5,0
26871,28,1,0,7.14,3,More than 8 hours,0,2,8.5,0
26874,32,1,0,9.97,5,Less than 5 hours,1,1,4,0
26878,24,2,0,6.53,1,5-6 hours,7,4,5.5,2
26886,20,1,0,7.51,3,More than 8 hours,10,1,8.5,0
26892,27,3,0,10,5,5-6 hours,8,5,5.5,2
26893,29,2,0,7.34,3,More than 8 hours,2,3,8.5,0
26897,24,3,0,9.21,2,Less than 5 hours,12,3,4,2
26900,21,3,0,6.85,2,5-6 hours,3,3,5.5,1
26903,33,5,0,9.95,1,Less than 5 hours,10,5,4,2
26908,27,5,0,7.52,1,Less than 5 hours,9,5,4,2
26910,19,5,0,5.58,1,5-6 hours,12,4,5.5,2
26911,32,1,0,7.7,3,Less than 5 hours,11,3,4,2
26912,28,2,0,5.51,2,5-6 hours,5,5,5.5,1
26925,20,2,0,8.9,1,7-8 hours,8,4,7.5,1
26926,33,4,0,8.74,3,Less than 5 hours,8,4,4,2
26936,24,3,0,9.96,2,7-8 hours,9,5,7.5,1
26944,20,2,0,8.59,3,Less than 5 hours,12,1,4,2
26950,21,3,0,7.74,2,Less than 5 hours,3,1,4,0
26963,27,1,0,7.92,3,5-6 hours,11,2,5.5,2
26967,26,5,0,8.74,2,Less than 5 hours,12,3,4,2
26982,34,4,0,7.53,1,7-8 hours,4,2,7.5,0
26993,22,3,0,8.95,1,Less than 5 hours,5,5,4,0
27000,28,3,0,8.59,3,7-8 hours,9,4,7.5,1
27001,23,3,0,5.57,1,5-6 hours,6,5,5.5,1
27012,24,4,0,5.85,4,More than 8 hours,10,5,8.5,0
27022,24,1,0,5.87,1,More than 8 hours,5,2,8.5,0
27029,29,4,0,6.21,1,5-6 hours,7,5,5.5,2
27031,24,5,0,9.54,3,5-6 hours,4,5,5.5,2
27032,30,1,0,9.96,5,7-8 hours,5,1,7.5,0
27034,33,2,0,6.78,5,Less than 5 hours,2,1,4,0
27044,18,2,0,7.04,1,7-8 hours,6,3,7.5,1
27045,27,5,0,9.86,5,More than 8 hours,7,4,8.5,0
27046,29,1,0,8.04,3,More than 8 hours,9,5,8.5,0
27056,28,3,0,7.75,5,Less than 5 hours,6,2,4,0
27064,29,4,0,8.54,2,7-8 hours,12,2,7.5,0
27066,21,4,0,8.73,5,Less than 5 hours,9,5,4,2
27067,20,4,0,8.17,2,Less than 5 hours,10,5,4,2
27073,20,5,0,7.51,4,Less than 5 hours,4,4,4,2
27089,34,3,0,8.75,4,7-8 hours,1,3,7.5,1
27090,24,4,0,7.04,4,7-8 hours,12,3,7.5,0
27092,27,5,0,5.74,1,Less than 5 hours,9,3,4,2
27094,18,5,0,7.94,4,More than 8 hours,8,3,8.5,0
27097,23,5,0,8.52,2,More than 8 hours,8,1,8.5,0
27098,22,1,0,8.95,4,More than 8 hours,8,2,8.5,0
27101,36,1,0,5.61,3,More than 8 hours,7,2,8.5,0
27102,24,4,0,8.04,4,5-6 hours,12,3,5.5,2
27108,28,1,0,9.54,4,7-8 hours,9,4,7.5,0
27116,34,5,0,9.05,3,More than 8 hours,3,5,8.5,0
27122,34,2,0,5.32,1,Less than 5 hours,7,1,4,2
27123,31,1,0,8.89,5,More than 8 hours,12,1,8.5,0
27127,24,2,0,9.71,2,Less than 5 hours,10,2,4,2
27133,31,1,0,6.47,4,5-6 hours,6,2,5.5,0
27135,33,5,0,8.98,1,5-6 hours,5,2,5.5,2
27151,34,1,0,9.88,3,More than 8 hours,5,1,8.5,0
27152,24,4,0,6.83,1,5-6 hours,9,3,5.5,2
27156,34,3,0,7.32,3,Less than 5 hours,6,3,4,0
27158,33,3,0,6.75,4,Less than 5 hours,7,1,4,2
27161,25,5,0,5.88,5,More than 8 hours,12,5,8.5,0
27167,33,4,0,6.17,5,7-8 hours,10,4,7.5,0
27175,28,3,0,9.93,5,7-8 hours,3,1,7.5,1
27181,18,3,0,6.41,3,Less than 5 hours,7,5,4,2
27183,23,5,0,5.85,3,More than 8 hours,8,4,8.5,0
27189,33,5,0,8.74,2,Less than 5 hours,11,2,4,2
27202,34,2,0,7.83,5,Less than 5 hours,0,2,4,0
27204,20,3,0,5.82,1,More than 8 hours,3,4,8.5,0
27206,23,5,0,5.32,1,Less than 5 hours,10,5,4,2
27210,31,3,0,9.21,4,7-8 hours,7,1,7.5,1
27219,27,1,0,7.08,2,7-8 hours,2,2,7.5,0
27232,29,5,0,6.42,2,More than 8 hours,4,4,8.5,0
27237,24,5,0,7.9,2,7-8 hours,9,5,7.5,0
27239,20,3,0,8.59,2,More than 8 hours,11,4,8.5,0
27241,33,5,0,5.57,4,7-8 hours,10,1,7.5,0
27242,18,1,0,7.25,1,7-8 hours,10,5,7.5,0
27248,25,4,0,5.11,5,5-6 hours,7,2,5.5,2
27249,26,1,0,9.37,3,More than 8 hours,4,3,8.5,0
27253,31,3,0,9.72,3,7-8 hours,12,5,7.5,1
27254,34,4,0,9.96,1,Less than 5 hours,9,3,4,2
27260,27,4,0,5.88,3,More than 8 hours,11,2,8.5,0
27268,33,3,0,7.74,4,More than 8 hours,3,5,8.5,0
27271,22,1,0,9.25,3,5-6 hours,8,5,5.5,2
27272,25,4,0,9.63,2,7-8 hours,11,1,7.5,0
27278,19,4,0,7.82,5,7-8 hours,4,5,7.5,0
27282,20,3,0,6.37,4,More than 8 hours,9,5,8.5,0
27293,31,2,0,9.87,2,5-6 hours,3,5,5.5,1
27294,25,2,0,8.63,4,5-6 hours,12,2,5.5,2
27295,19,2,0,7.39,3,5-6 hours,9,4,5.5,2
27304,30,2,0,5.11,2,5-6 hours,6,2,5.5,1
27305,26,3,0,9.05,1,7-8 hours,4,5,7.5,1
27324,24,1,0,9.21,2,7-8 hours,0,3,7.5,0
27325,20,4,0,5.08,2,Less than 5 hours,10,2,4,2
27327,19,3,0,7.13,5,More than 8 hours,7,3,8.5,0
27329,34,4,0,7.48,1,Less than 5 hours,7,4,4,2
27348,22,3,0,5.85,2,Less than 5 hours,10,1,4,2
27350,18,3,0,8.44,3,More than 8 hours,3,4,8.5,0
27360,34,3,0,9.91,4,7-8 hours,11,2,7.5,1
27362,20,1,0,9.93,3,7-8 hours,1,5,7.5,0
27367,30,4,0,9.42,1,5-6 hours,4,1,5.5,2
27369,20,3,0,8.78,4,7-8 hours,6,2,7.5,1
27371,19,3,0,7.06,1,More than 8 hours,11,2,8.5,0
27372,20,3,0,6.39,4,More than 8 hours,0,2,8.5,0
27374,20,3,0,6.41,2,More than 8 hours,0,4,8.5,0
27394,28,1,0,5.67,2,More than 8 hours,6,1,8.5,0
27401,18,5,0,8.09,4,Less than 5 hours,6,3,4,2
27405,21,3,0,8.25,2,7-8 hours,10,2,7.5,1
27407,23,2,0,8.73,2,7-8 hours,12,4,7.5,1
27408,18,3,0,6.37,5,5-6 hours,5,3,5.5,1
27413,19,5,0,7.49,1,7-8 hours,1,5,7.5,0
27416,21,2,0,7.68,1,Less than 5 hours,6,5,4,0
27421,29,4,0,7.94,5,More than 8 hours,10,3,8.5,0
27430,33,5,0,8.14,2,Less than 5 hours,8,1,4,2
27431,21,3,0,8.27,1,7-8 hours,11,4,7.5,1
27439,21,5,0,5.46,2,Less than 5 hours,8,4,4,2
27440,27,1,0,9.41,3,Less than 5 hours,3,3,4,0
27442,18,1,0,6.74,3,More than 8 hours,12,1,8.5,0
27445,33,1,0,7.94,2,Less than 5 hours,3,3,4,0
27446,34,4,0,5.12,4,5-6 hours,4,1,5.5,2
27449,22,2,0,8.35,3,5-6 hours,10,4,5.5,2
27453,27,1,0,8.81,3,7-8 hours,7,5,7.5,0
27460,22,5,0,9.05,5,7-8 hours,8,3,7.5,0
27463,30,3,0,7.04,4,Less than 5 hours,11,2,4,2
27471,21,1,0,8.46,1,7-8 hours,10,1,7.5,0
27478,19,3,0,6.17,4,More than 8 hours,11,5,8.5,0
27489,27,4,0,5.74,2,7-8 hours,8,3,7.5,0
27494,24,4,0,8.28,5,Less than 5 hours,10,1,4,2
27495,21,1,0,8.04,4,7-8 hours,2,1,7.5,0
27508,25,3,0,7.51,4,Less than 5 hours,2,1,4,0
27516,24,3,0,7.25,2,Less than 5 hours,6,3,4,0
27518,23,5,0,5.88,3,Less than 5 hours,10,2,4,2
27519,34,5,0,5.32,3,5-6 hours,10,4,5.5,2
27524,28,4,0,9.25,2,More than 8 hours,6,2,8.5,0
27528,23,5,0,8.46,3,Less than 5 hours,7,1,4,2
27530,28,4,0,6.26,3,5-6 hours,10,3,5.5,2
27531,23,3,0,8.53,1,Less than 5 hours,5,3,4,0
27532,27,5,0,8,4,7-8 hours,11,1,7.5,0
27548,31,2,0,5.27,3,7-8 hours,11,3,7.5,1
27557,22,2,0,7.43,5,Less than 5 hours,8,2,4,2
27559,19,4,0,9.71,2,Less than 5 hours,6,4,4,2
27562,31,3,0,5.76,1,More than 8 hours,10,1,8.5,0
27564,32,5,0,5.77,1,7-8 hours,4,3,7.5,0
27567,33,2,0,8.08,4,7-8 hours,5,5,7.5,1
27569,31,3,0,8.59,4,5-6 hours,12,5,5.5,2
27572,31,5,0,7.5,5,Less than 5 hours,6,2,4,2
27573,18,5,0,9.21,2,Less than 5 hours,12,5,4,2
27577,33,1,0,6.25,1,7-8 hours,10,4,7.5,0
27582,31,5,0,9.95,1,5-6 hours,6,4,5.5,2
27585,29,3,0,7.09,2,7-8 hours,5,5,7.5,1
27587,28,3,0,7.09,1,5-6 hours,12,3,5.5,2
27589,21,3,0,5.1,1,Less than 5 hours,8,3,4,2
27596,31,1,0,7.82,4,Less than 5 hours,0,1,4,0
27599,20,5,0,8.04,3,More than 8 hours,12,5,8.5,0
27601,24,3,0,5.79,3,5-6 hours,10,2,5.5,2
27615,25,3,0,6.21,4,7-8 hours,2,4,7.5,1
27617,34,3,0,5.64,4,5-6 hours,7,1,5.5,2
27619,33,1,0,5.85,5,5-6 hours,9,2,5.5,2
27620,34,5,0,8.91,4,7-8 hours,9,5,7.5,0
27625,31,5,0,5.69,5,5-6 hours,6,3,5.5,2
27627,30,2,0,7.64,3,7-8 hours,8,1,7.5,1
27630,21,5,0,7.88,3,More than 8 hours,3,5,8.5,0
27635,28,5,0,8.39,4,5-6 hours,2,2,5.5,2
27636,29,2,0,8.04,3,7-8 hours,10,1,7.5,1
27638,28,4,0,7.32,4,7-8 hours,11,4,7.5,0
27639,30,3,0,8.95,1,More than 8 hours,10,4,8.5,0
27641,23,3,0,8.79,5,7-8 hours,4,3,7.5,1
27652,20,5,0,8.65,2,7-8 hours,10,5,7.5,0
27654,19,4,0,8.91,4,Less than 5 hours,3,3,4,2
27656,20,3,0,5.98,3,5-6 hours,4,5,5.5,1
27657,24,5,0,6.1,4,5-6 hours,12,5,5.5,2
27667,21,1,0,9.56,1,7-8 hours,7,1,7.5,0
27692,26,5,0,9.96,1,7-8 hours,12,2,7.5,0
27694,18,3,0,5.74,3,More than 8 hours,3,4,8.5,0
27698,25,4,0,7.38,4,5-6 hours,9,1,5.5,2
27703,24,5,0,8.77,2,5-6 hours,10,4,5.5,2
27706,34,5,0,9.01,2,7-8 hours,9,3,7.5,0
27707,24,1,0,5.42,3,Less than 5 hours,10,1,4,2
27713,28,1,0,7.72,2,7-8 hours,10,3,7.5,0
27720,20,5,0,9.39,2,7-8 hours,8,1,7.5,0
27722,19,5,0,9.56,5,More than 8 hours,6,1,8.5,0
27733,33,3,0,6.88,1,7-8 hours,10,4,7.5,1
27734,27,4,0,6.86,4,7-8 hours,12,1,7.5,0
27739,29,2,0,5.56,5,More than 8 hours,0,2,8.5,0
27744,21,4,0,7.25,2,5-6 hours,9,2,5.5,2
27752,19,3,0,8.59,3,5-6 hours,11,5,5.5,2
27764,27,2,0,9.6,3,More than 8 hours,11,2,8.5,0
27768,18,5,0,9.72,1,5-6 hours,10,4,5.5,2
27773,24,5,0,8.4,4,5-6 hours,10,1,5.5,2
27780,21,1,0,5.08,5,More than 8 hours,5,5,8.5,0
27781,34,1,0,7.88,4,Less than 5 hours,9,3,4,2
27784,20,5,0,8.74,3,7-8 hours,10,5,7.5,0
27793,24,3,0,6.78,3,7-8 hours,10,2,7.5,1
27808,31,3,0,8.29,4,7-8 hours,0,1,7.5,1
27810,28,4,0,9.97,2,Less than 5 hours,12,4,4,2
27819,19,4,0,6.83,4,5-6 hours,12,3,5.5,2
27826,29,3,0,7.22,4,More than 8 hours,9,5,8.5,0
27831,28,5,0,5.16,4,Less than 5 hours,6,3,4,2
27839,22,1,0,9.56,2,More than 8 hours,1,1,8.5,0
27840,25,2,0,5.64,5,Less than 5 hours,9,2,4,2
27842,33,3,0,8.91,5,Less than 5 hours,12,3,4,2
27847,24,5,0,9.21,1,7-8 hours,0,5,7.5,0
27852,22,1,0,6.78,1,Less than 5 hours,12,2,4,2
27856,30,5,0,8.28,2,Less than 5 hours,7,1,4,2
27865,31,2,0,7.27,5,Others,3,1,,0
27869,23,4,0,9.72,5,Less than 5 hours,12,3,4,2
27871,28,3,0,5.8,3,Less than 5 hours,6,5,4,0
27872,28,5,0,8.69,2,7-8 hours,10,5,7.5,0
27873,33,4,0,7.53,1,Less than 5 hours,10,2,4,2
27877,28,5,0,5.82,2,More than 8 hours,9,5,8.5,0
27892,29,4,0,5.1,4,Less than 5 hours,7,1,4,2
27893,33,2,0,7.1,5,7-8 hours,8,3,7.5,1
27897,28,5,0,8.69,4,5-6 hours,11,4,5.5,2
27899,27,2,0,9.37,5,7-8 hours,11,5,7.5,1
27901,33,4,0,6.03,4,5-6 hours,10,1,5.5,2
27918,44,1,0,6.83,3,Less than 5 hours,4,3,4,0
27921,33,3,0,5.74,4,More than 8 hours,0,1,8.5,0
27927,24,3,0,8.7,5,5-6 hours,10,5,5.5,2
27933,26,3,0,6.16,5,Less than 5 hours,12,5,4,2
27938,34,3,0,7.25,3,5-6 hours,9,1,5.5,2
27945,22,4,0,6.04,2,More than 8 hours,0,3,8.5,0
27948,20,4,0,5.7,5,7-8 hours,10,2,7.5,0
27953,28,1,0,7.47,4,7-8 hours,8,1,7.5,0
27954,28,2,0,9.24,4,Less than 5 hours,3,3,4,0
27969,18,3,0,6.27,4,More than 8 hours,9,5,8.5,0
27982,18,5,0,5.32,4,More than 8 hours,10,5,8.5,0
27990,23,1,0,5.51,4,More than 8 hours,11,3,8.5,0
27993,32,4,0,8.04,1,More than 8 hours,5,3,8.5,0
28002,23,5,0,8.96,1,7-8 hours,12,3,7.5,0
28004,33,4,0,6.41,3,7-8 hours,10,3,7.5,0
28005,18,3,0,7.09,3,Less than 5 hours,0,5,4,0
28008,28,5,0,7.38,1,More than 8 hours,11,5,8.5,0
28009,32,3,0,9.79,2,Less than 5 hours,1,1,4,0
28012,32,4,0,6.16,1,More than 8 hours,5,4,8.5,0
28014,27,4,0,5.84,3,Less than 5 hours,10,2,4,2
28015,20,3,0,6.16,2,More than 8 hours,4,5,8.5,0
28017,27,1,0,9.19,3,More than 8 hours,0,3,8.5,0
28020,24,4,0,6.99,3,7-8 hours,11,4,7.5,0
28033,33,4,0,9.82,2,More than 8 hours,7,3,8.5,0
28034,33,5,0,5.08,5,More than 8 hours,7,4,8.5,0
28044,25,3,0,9.72,4,More than 8 hours,11,2,8.5,0
28045,27,3,0,10,4,More than 8 hours,6,1,8.5,0
28047,26,1,0,9.95,5,5-6 hours,4,2,5.5,0
28054,20,5,0,6.99,1,Less than 5 hours,11,4,4,2
28060,20,1,0,7.17,1,Less than 5 hours,5,4,4,0
28063,34,2,0,7.25,5,Less than 5 hours,6,1,4,0
28067,33,3,0,7.25,4,5-6 hours,9,3,5.5,2
28068,27,5,0,6.76,5,More than 8 hours,6,1,8.5,0
28080,22,2,0,5.56,3,7-8 hours,0,4,7.5,1
28082,23,1,0,5.08,1,More than 8 hours,7,1,8.5,0
28084,33,5,0,5.51,3,More than 8 hours,11,2,8.5,0
28093,19,3,0,7.94,1,7-8 hours,10,3,7.5,1
28095,33,1,0,6.95,3,Less than 5 hours,2,5,4,0
28105,29,4,0,5.37,3,7-8 hours,12,1,7.5,0
28108,20,4,0,8.35,4,7-8 hours,9,5,7.5,0
28109,19,4,0,9.89,3,7-8 hours,2,1,7.5,0
28123,23,5,0,5.58,1,5-6 hours,11,4,5.5,2
28130,26,1,0,9.05,5,More than 8 hours,4,2,8.5,0
28134,32,3,0,9.56,2,More than 8 hours,11,5,8.5,0
28135,20,3,0,9.9,3,More than 8 hours,6,3,8.5,0
28141,26,2,0,9.91,3,More than 8 hours,5,5,8.5,0
28144,19,1,0,6.33,3,More than 8 hours,9,5,8.5,0
28147,18,4,0,9.72,3,5-6 hours,4,5,5.5,2
28150,28,1,0,8.85,1,5-6 hours,10,5,5.5,2
28152,30,2,0,9.44,2,7-8 hours,0,3,7.5,1
28162,27,3,0,9.96,1,Less than 5 hours,1,1,4,0
28168,28,4,0,7.75,5,More than 8 hours,8,5,8.5,0
28182,25,4,0,7.15,4,Less than 5 hours,9,3,4,2
28185,18,2,0,5.25,3,Less than 5 hours,6,5,4,0
28186,31,5,0,8.54,1,7-8 hours,9,2,7.5,0
28203,28,1,0,7.25,3,7-8 hours,12,1,7.5,0
28211,28,5,0,8,2,7-8 hours,0,4,7.5,0
28222,20,3,0,5.44,4,7-8 hours,11,3,7.5,1
28225,18,3,0,6.25,4,7-8 hours,12,4,7.5,1
28228,21,1,0,5.46,3,Less than 5 hours,6,5,4,0
28230,20,4,0,8.98,3,More than 8 hours,1,5,8.5,0
28231,28,2,0,7.92,1,Less than 5 hours,2,1,4,0
28233,25,4,0,8.62,5,5-6 hours,3,2,5.5,2
28234,24,1,0,8.59,1,5-6 hours,10,2,5.5,2
28241,25,4,0,8.59,2,More than 8 hours,7,2,8.5,0
28247,28,2,0,8.78,4,7-8 hours,6,4,7.5,1
28253,26,2,0,8.21,5,7-8 hours,12,1,7.5,1
28254,21,1,0,8.89,1,7-8 hours,9,2,7.5,0
28257,31,1,0,5.56,1,More than 8 hours,11,3,8.5,0
28261,24,5,0,6.99,1,More than 8 hours,0,2,8.5,0
28268,24,5,0,8.59,1,5-6 hours,9,3,5.5,2
28270,21,2,0,6.69,3,More than 8 hours,12,5,8.5,0
28276,24,2,0,6.08,4,More than 8 hours,3,4,8.5,0
28279,28,4,0,9.89,4,7-8 hours,12,4,7.5,0
28280,23,5,0,8.17,5,5-6 hours,12,1,5.5,2
28281,31,3,0,7.09,1,7-8 hours,0,4,7.5,1
28283,18,4,0,5.66,3,5-6 hours,10,1,5.5,2
28287,21,2,0,9.06,4,7-8 hours,4,1,7.5,1
28288,21,4,0,9.39,2,More than 8 hours,9,4,8.5,0
28292,25,1,0,6.74,3,7-8 hours,10,5,7.5,0
28293,32,1,0,8.93,2,Less than 5 hours,8,1,4,2
28301,33,3,0,7.39,4,Less than 5 hours,2,2,4,0
28312,33,3,0,7.88,2,7-8 hours,2,3,7.5,1
28320,21,1,0,9.06,2,7-8 hours,10,4,7.5,0
28322,25,3,0,7.09,1,5-6 hours,4,5,5.5,1
28323,29,3,0,8.9,1,7-8 hours,8,3,7.5,1
28324,33,3,0,7.88,4,5-6 hours,0,5,5.5,1
28330,32,3,0,6.91,1,7-8 hours,11,2,7.5,1
28334,23,2,0,9.89,2,More than 8 hours,9,1,8.5,0
28335,28,5,0,5.37,3,5-6 hours,8,2,5.5,2
28337,32,2,0,5.88,5,5-6 hours,8,1,5.5,2
28354,32,4,0,8.96,2,Less than 5 hours,10,4,4,2
28358,31,3,0,8.24,4,Less than 5 hours,11,5,4,2
28365,33,1,0,9.86,2,7-8 hours,6,4,7.5,0
28366,29,5,0,8.24,5,Less than 5 hours,6,2,4,2
28367,32,3,0,7.68,2,More than 8 hours,6,5,8.5,0
28382,34,3,0,8.93,3,7-8 hours,1,1,7.5,1
28384,24,5,0,9.6,1,Less than 5 hours,4,2,4,2
28395,23,1,0,5.75,4,Less than 5 hours,3,1,4,0
28402,20,2,0,5.76,2,7-8 hours,11,3,7.5,1
28412,20,4,0,5.17,5,5-6 hours,3,3,5.5,2
28421,18,4,0,8.63,2,Less than 5 hours,5,5,4,2
28425,28,4,0,9.63,4,7-8 hours,11,5,7.5,0
28434,27,4,0,8.04,1,5-6 hours,4,4,5.5,2
28438,32,3,0,5.61,2,Less than 5 hours,8,5,4,2
28439,20,1,0,9.21,4,5-6 hours,7,1,5.5,2
28444,30,2,0,5.37,5,7-8 hours,2,4,7.5,1
28446,29,5,0,8.44,1,5-6 hours,12,4,5.5,2
28447,31,1,0,6.75,4,Less than 5 hours,9,5,4,2
28449,18,5,0,9.91,4,More than 8 hours,10,4,8.5,0
28453,27,4,0,6.03,3,Less than 5 hours,11,3,4,2
28454,28,5,0,7.6,5,Less than 5 hours,0,3,4,2
28472,34,3,0,6.81,3,Less than 5 hours,6,4,4,0
28474,28,3,0,8.08,2,5-6 hours,3,4,5.5,1
28477,27,5,0,5.64,4,Less than 5 hours,6,2,4,2
28478,19,3,0,8.17,3,Less than 5 hours,6,4,4,0
28486,28,3,0,7.75,4,More than 8 hours,3,2,8.5,0
28488,21,5,0,9.33,4,More than 8 hours,3,3,8.5,0
28489,24,3,0,7.09,2,More than 8 hours,4,5,8.5,0
28501,26,2,0,5.97,3,7-8 hours,10,5,7.5,1
28506,27,3,0,9.71,2,More than 8 hours,6,1,8.5,0
28507,25,1,0,8.59,2,7-8 hours,8,2,7.5,0
28510,33,3,0,5.16,2,5-6 hours,10,4,5.5,2
28517,29,3,0,5.11,1,5-6 hours,1,1,5.5,1
28529,28,5,0,5.85,1,Less than 5 hours,5,4,4,2
28530,30,3,0,5.11,2,More than 8 hours,5,3,8.5,0
28532,33,5,0,5.86,3,More than 8 hours,10,1,8.5,0
28534,23,1,0,9.24,2,Less than 5 hours,7,1,4,2
28539,19,1,0,9.16,3,7-8 hours,11,5,7.5,0
28544,28,3,0,9.04,5,Less than 5 hours,2,4,4,0
28550,25,4,0,8.81,1,7-8 hours,0,4,7.5,0
28561,25,4,0,5.08,3,Less than 5 hours,10,3,4,2
28562,33,5,0,6.89,2,5-6 hours,8,2,5.5,2
28563,34,2,0,5.12,2,Less than 5 hours,8,5,4,2
28564,18,1,0,9.44,4,Less than 5 hours,3,1,4,0
28565,28,5,0,6.29,1,7-8 hours,2,2,7.5,0
28566,32,4,0,8.04,2,5-6 hours,10,4,5.5,2
28578,33,4,0,9.67,3,7-8 hours,6,1,7.5,0
28579,26,3,0,8.94,1,7-8 hours,12,4,7.5,1
28581,32,3,0,6.27,4,7-8 hours,12,5,7.5,1
28582,29,3,0,8.81,2,5-6 hours,10,2,5.5,2
28592,22,1,0,5.72,4,7-8 hours,10,1,7.5,0
28594,29,2,0,6.65,5,Less than 5 hours,10,1,4,2
28597,25,3,0,8.04,4,Less than 5 hours,10,3,4,2
28600,18,4,0,6.89,4,More than 8 hours,6,5,8.5,0
28606,21,3,0,8.62,1,7-8 hours,5,5,7.5,1
28607,30,5,0,9.93,4,Less than 5 hours,10,5,4,2
28610,23,3,0,9.98,5,Less than 5 hours,4,5,4,0
28615,22,5,0,8.9,5,More than 8 hours,12,5,8.5,0
